YEAR,CRUISE,STATION,STATION_ID,STRATUM,AREA,BOTTOM_TYPE,VESSEL_NAME,BEGIN_SET_DATE,BEGIN_SET_TIME,END_SET_DATE,END_SET_TIME,BEGIN_HAUL_DATE,BEGIN_HAUL_TIME,END_HAUL_DATE,END_HAUL_TIME,DECDEG_BEGLAT_SET,DECDEG_BEGLON_SET,DECDEG_ENDLAT_SET,DECDEG_ENDLON_SET
2014,24142,5,370-4,37,515,ROUGH,TENACIOUS II,10/14/2014,13:10:00,10/14/2014,13:25:00,10/14/2014,15:32,10/14/2014,16:27,42.94024,-69.16633,42.92288,-69.16937
2014,25142,5,280-5,28,515,ROUGH,MARY ELIZABETH,10/14/2014,13:49:00,10/14/2014,14:07:00,10/14/2014,16:12,10/14/2014,17:21,42.78617,-69.60375,42.77512,-69.58958
2014,25141,6,260-1,26,513,ROUGH,MARY ELIZABETH,5/3/2014,23:49:00,5/4/2014,12:09:00,5/4/2014,2:06,5/4/2014,3:17,43.14922,-70.08555,43.13467,-70.07317
2014,24141,6,270-3,26,514,ROUGH,TENACIOUS II,5/4/2014,12:03:00,5/4/2014,12:15:00,5/4/2014,2:11,5/4/2014,3:04,42.46487,-70.05541,42.44792,-70.05394
2014,24142,6,370-6,37,515,ROUGH,TENACIOUS II,10/14/2014,19:21:00,10/14/2014,19:32:00,10/14/2014,21:37,10/14/2014,22:27,42.89923,-69.21654,42.91481,-69.21799
2014,25142,6,281-1,28,514,SMOOTH,MARY ELIZABETH,10/14/2014,19:41:00,10/14/2014,19:59:00,10/14/2014,22:02,10/14/2014,22:56,42.51885,-69.70227,42.53238,-69.70708
2014,25141,7,260-5,26,514,ROUGH,MARY ELIZABETH,5/4/2014,12:29:00,5/4/2014,12:46:00,5/4/2014,14:45,5/4/2014,15:59,42.49248,-70.39715,42.47568,-70.38733
2014,24141,7,270-4,27,514,ROUGH,TENACIOUS II,5/4/2014,6:22:00,5/4/2014,6:33:00,5/4/2014,8:46,5/4/2014,9:40,42.41363,-69.96784,42.42766,-69.96554
2014,24142,7,271-2,27,521,SMOOTH,TENACIOUS II,10/17/2014,16:06:00,10/17/2014,16:18:00,10/17/2014,18:24,10/17/2014,19:08,42.12377,-69.87566,42.1094,-69.86934
2014,25142,7,281-2,28,514,SMOOTH,MARY ELIZABETH,10/15/2014,8:07:00,10/15/2014,8:26:00,10/15/2014,10:39,10/15/2014,12:19,42.51205,-69.77558,42.52192,-69.78607
2014,25141,8,370-2,37,513,ROUGH,MARY ELIZABETH,5/7/2014,8:34:00,5/7/2014,8:52:00,5/7/2014,10:50,5/7/2014,11:54,43.23552,-69.78065,43.25118,-69.78322
2014,24141,8,280-2,NA,515,ROUGH,TENACIOUS II,5/7/2014,9:00:00,5/7/2014,9:12:00,5/7/2014,11:19,5/7/2014,12:16,42.57749,-68.87209,42.56193,-68.86893
2014,24142,8,280-4,28,521,ROUGH,TENACIOUS II,10/17/2014,22:11:00,10/17/2014,22:23:00,10/18/2014,12:35,10/18/2014,1:18,42.29496,-69.9122,42.31028,-69.913
2014,25142,8,280-1,28,514,ROUGH,MARY ELIZABETH,10/15/2014,14:11:00,10/15/2014,14:30:00,10/15/2014,16:38,10/15/2014,17:46,42.4048,-69.90587,42.3916,-69.89143
2014,25141,9,370-5,37,513,ROUGH,MARY ELIZABETH,5/7/2014,14:53:00,5/7/2014,15:10:00,5/7/2014,17:10,5/7/2014,18:14,43.02725,-69.48335,43.01095,-69.47463
2014,24141,9,371-1,37,515,SMOOTH,TENACIOUS II,5/7/2014,15:21:00,5/7/2014,15:32:00,5/7/2014,17:33,5/7/2014,18:15,42.7367,-68.56625,42.72571,-68.55163
2014,24142,9,270-5,27,514,ROUGH,TENACIOUS II,10/18/2014,10:48:00,10/18/2014,10:58:00,10/18/2014,13:03,10/18/2014,13:53,42.43744,-70.02043,42.45437,-70.02454
2014,25142,9,260-2,26,514,ROUGH,MARY ELIZABETH,10/17/2014,15:31:00,10/17/2014,15:48:00,10/17/2014,17:52,10/17/2014,19:05,42.44095,-70.5505,42.42673,-70.53972
2014,24141,10,370-4,37,515,ROUGH,TENACIOUS II,5/7/2014,21:25:00,5/7/2014,21:36:00,5/7/2014,23:38,5/8/2014,12:37,42.64849,-68.85083,42.6615,-68.86123
2014,24142,10,271-1,27,514,SMOOTH,TENACIOUS II,10/18/2014,16:57:00,10/18/2014,17:09:00,10/18/2014,19:17,10/18/2014,20:03,42.5795,-70.02585,42.56318,-70.02457
2014,25142,10,260-4,26,514,ROUGH,MARY ELIZABETH,10/17/2014,21:52:00,10/17/2014,22:13:00,10/18/2014,12:17,10/18/2014,1:23,42.7109,-70.33542,42.7253,-70.3483
2014,24141,11,281-2,28,515,SMOOTH,TENACIOUS II,5/8/2014,9:57:00,5/8/2014,10:08:00,5/8/2014,12:14,5/8/2014,13:02,42.32496,-69.33891,42.33894,-69.34696
2014,24142,11,260-1,26,513,ROUGH,TENACIOUS II,10/28/2014,11:41:00,10/28/2014,11:52:00,10/28/2014,13:56,10/28/2014,14:39,43.1378,-70.04335,43.1213,-70.04301
2014,25142,11,270-1,27,514,ROUGH,MARY ELIZABETH,10/18/2014,10:36:00,10/18/2014,10:53:00,10/18/2014,13:03,10/18/2014,14:16,42.62805,-69.99287,42.63902,-70.00533
2014,24141,12,280-3,28,515,ROUGH,TENACIOUS II,5/8/2014,16:07:00,5/8/2014,16:17:00,5/8/2014,18:17,5/8/2014,19:05,42.51137,-69.59598,42.51608,-69.61448
2014,24142,12,370-5,37,513,ROUGH,TENACIOUS II,10/28/2014,18:03:00,10/28/2014,18:14:00,10/28/2014,20:20,10/28/2014,20:58,43.12886,-69.55523,43.14513,-69.55753
2014,25142,12,260-3,26,514,ROUGH,MARY ELIZABETH,10/18/2014,16:07:00,10/18/2014,16:29:00,10/18/2014,18:37,10/18/2014,19:44,42.52942,-70.22838,42.51433,-70.21802
2014,24141,13,281-1,28,514,SMOOTH,TENACIOUS II,5/8/2014,22:18:00,5/8/2014,22:28:00,5/9/2014,12:32,5/9/2014,1:37,42.52831,-69.71767,42.54272,-69.71399
2014,24142,13,290-2,29,515,ROUGH,TENACIOUS II,10/30/2014,7:26:00,10/30/2014,7:38:00,10/30/2014,9:47,10/30/2014,10:35,42.71976,-68.10689,42.73246,-68.11686
2014,25142,13,261-2,26,514,SMOOTH,MARY ELIZABETH,10/20/2014,17:56:00,10/20/2014,18:14:00,10/20/2014,20:18,10/20/2014,21:19,42.66827,-70.37377,42.67783,-70.3583
2014,24141,14,280-5,28,514,ROUGH,TENACIOUS II,5/9/2014,10:31:00,5/9/2014,10:42:00,5/9/2014,12:43,5/9/2014,13:24,42.38984,-69.90063,42.40561,-69.90167
2014,24142,14,290-1,29,515,ROUGH,TENACIOUS II,10/30/2014,13:31:00,10/30/2014,13:41:00,10/30/2014,15:50,10/30/2014,16:40,42.65096,-67.92106,42.63648,-67.91245
2014,25142,14,270-3,26,513,ROUGH,MARY ELIZABETH,10/21/2014,12:33:00,10/21/2014,12:50:00,10/21/2014,2:52,10/21/2014,4:02,42.88383,-70.23102,42.8895,-70.21075
2014,24141,15,370-1,37,513,ROUGH,TENACIOUS II,5/12/2014,7:04:00,5/12/2014,7:16:00,5/12/2014,9:27,5/12/2014,10:05,43.08305,-69.24769,43.06731,-69.24612
2014,24142,15,291-2,29,464,SMOOTH,TENACIOUS II,10/30/2014,19:42:00,10/30/2014,19:53:00,10/30/2014,22:07,10/30/2014,22:54,42.7188,-67.63375,42.73183,-67.64637
2014,25142,15,270-4,27,513,ROUGH,MARY ELIZABETH,10/21/2014,12:57:00,10/21/2014,13:16:00,10/21/2014,15:19,10/21/2014,16:46,42.85152,-70.37012,42.86318,-70.38638
2014,24141,16,370-6,37,515,ROUGH,TENACIOUS II,5/12/2014,13:12:00,5/12/2014,13:23:00,5/12/2014,15:35,5/12/2014,16:21,43.01318,-69.10428,43.02954,-69.10931
2014,24142,16,290-5,29,464,ROUGH,TENACIOUS II,10/31/2014,8:40:00,10/31/2014,8:51:00,10/31/2014,11:05,10/31/2014,11:52,42.57766,-67.6449,42.59347,-67.65113
2014,25142,16,261-1,26,514,SMOOTH,MARY ELIZABETH,10/21/2014,18:42:00,10/21/2014,19:02:00,10/21/2014,21:04,10/21/2014,22:03,42.76622,-70.25755,42.74902,-70.25048
2014,24141,17,280-1,28,515,ROUGH,TENACIOUS II,5/12/2014,19:26:00,5/12/2014,19:38:00,5/12/2014,21:44,5/12/2014,22:29,42.70704,-69.5614,42.69196,-69.56112
2014,24142,17,290-6,29,515,ROUGH,TENACIOUS II,10/31/2014,14:25:00,10/31/2014,14:35:00,10/31/2014,16:40,10/31/2014,17:27,42.52575,-68.11217,42.51004,-68.10425
2014,25142,17,270-2,27,513,ROUGH,MARY ELIZABETH,10/25/2014,15:27:00,10/25/2014,15:45:00,10/25/2014,17:58,10/25/2014,19:04,43.2657,-70.01592,43.27977,-70.01158
2014,24141,18,280-4,37,515,ROUGH,TENACIOUS II,5/14/2014,8:44:00,5/14/2014,8:55:00,5/14/2014,11:07,5/14/2014,11:51,42.66612,-69.23219,42.67888,-69.21855
2014,25142,18,260-5,26,513,ROUGH,MARY ELIZABETH,10/25/2014,21:52:00,10/25/2014,22:10:00,10/26/2014,12:24,10/26/2014,1:30,43.15328,-70.0722,43.13818,-70.0588
2014,24141,19,370-3,37,515,ROUGH,TENACIOUS II,5/14/2014,14:46:00,5/14/2014,14:57:00,5/14/2014,16:54,5/14/2014,17:55,42.871,-68.97798,42.8866,-68.97969
2014,25142,19,360-2,36,515,ROUGH,MARY ELIZABETH,10/28/2014,11:02:00,10/28/2014,11:18:00,10/28/2014,13:32,10/28/2014,14:42,42.99027,-67.77117,42.97233,-67.77193
2014,24141,20,371-2,37,515,SMOOTH,TENACIOUS II,5/14/2014,20:47:00,5/14/2014,21:00:00,5/14/2014,22:50,5/14/2014,23:28,42.8859,-68.86662,42.87172,-68.86146
2014,25142,20,360-3,36,515,ROUGH,MARY ELIZABETH,10/28/2014,17:34:00,10/28/2014,17:50:00,10/28/2014,20:02,10/28/2014,21:08,42.92232,-68.2625,42.93512,-68.27748
2014,24141,21,360-4,36,515,ROUGH,TENACIOUS II,5/15/2014,9:13:00,5/15/2014,9:25:00,5/15/2014,11:35,5/15/2014,12:15,42.82337,-68.39885,42.8068,-68.3974
2014,25142,21,361-1,36,515,SMOOTH,MARY ELIZABETH,10/29/2014,12:03:00,10/29/2014,12:20:00,10/29/2014,2:31,10/29/2014,3:31,42.77935,-68.32325,42.7928,-68.32628
2014,24141,22,360-6,36,515,ROUGH,TENACIOUS II,5/15/2014,15:30:00,5/15/2014,15:40:00,5/15/2014,17:46,5/15/2014,18:38,42.86201,-68.17619,42.87876,-68.17471
2014,25142,22,361-2,36,515,SMOOTH,MARY ELIZABETH,10/29/2014,12:28:00,10/29/2014,12:45:00,10/29/2014,15:01,10/29/2014,15:57,42.85758,-68.45335,42.87203,-68.44423
2014,24141,23,361-2,36,515,SMOOTH,TENACIOUS II,5/15/2014,21:19:00,5/15/2014,21:31:00,5/15/2014,23:33,5/16/2014,12:10,43.04726,-68.19697,43.03309,-68.1953
2014,25142,23,360-5,36,515,ROUGH,MARY ELIZABETH,10/29/2014,18:42:00,10/29/2014,18:59:00,10/29/2014,21:14,10/29/2014,22:23,42.96248,-68.39178,42.97632,-68.38843
2014,24141,24,291-2,29,515,SMOOTH,TENACIOUS II,5/19/2014,5:55:00,5/19/2014,6:11:00,5/19/2014,8:20,5/19/2014,9:37,42.5845,-68.01812,42.601,-68.02928
2014,25142,24,360-1,36,515,ROUGH,MARY ELIZABETH,10/30/2014,7:26:00,10/30/2014,7:50:00,10/30/2014,10:24,10/30/2014,11:16,43.15275,-68.24707,43.16767,-68.24095
2014,24141,25,360-2,36,515,ROUGH,TENACIOUS II,5/19/2014,12:46:00,5/19/2014,12:58:00,5/19/2014,15:17,5/19/2014,16:16,42.82626,-67.87582,42.81981,-67.85534
2014,25142,25,360-4,36,515,ROUGH,MARY ELIZABETH,10/30/2014,13:21:00,10/30/2014,13:38:00,10/30/2014,15:50,10/30/2014,16:43,43.14822,-68.51678,43.13255,-68.51335
2014,24141,26,361-1,36,515,SMOOTH,TENACIOUS II,5/19/2014,18:52:00,5/19/2014,19:05:00,5/19/2014,21:06,5/19/2014,21:57,42.86204,-67.8079,42.8698,-67.82776
2014,25142,26,360-6,36,515,ROUGH,MARY ELIZABETH,10/30/2014,19:27:00,10/30/2014,19:45:00,10/30/2014,21:54,10/30/2014,22:54,43.08745,-68.51155,43.10227,-68.50382
2014,24141,27,360-3,36,515,ROUGH,TENACIOUS II,5/20/2014,7:14:00,5/20/2014,7:25:00,5/20/2014,9:38,5/20/2014,10:33,42.81577,-67.75638,42.83094,-67.74898
2014,25142,27,291-1,29,522,SMOOTH,MARY ELIZABETH,11/5/2014,12:35:00,11/5/2014,12:52:00,11/5/2014,3:01,11/5/2014,3:59,42.1083,-68.10268,42.12117,-68.09245
2014,24141,28,360-1,36,515,ROUGH,TENACIOUS II,5/20/2014,13:31:00,5/20/2014,13:42:00,5/20/2014,15:47,5/20/2014,16:33,42.97583,-68.20938,42.96002,-68.21097
2014,25142,28,290-3,29,522,ROUGH,MARY ELIZABETH,11/5/2014,13:01:00,11/5/2014,13:17:00,11/5/2014,15:21,11/5/2014,16:29,42.2656,-67.94508,42.2797,-67.94017
2014,24141,29,360-5,36,515,ROUGH,TENACIOUS II,5/20/2014,19:36:00,5/20/2014,19:48:00,5/20/2014,21:46,5/20/2014,22:28,43.15349,-68.23794,43.16965,-68.24176
2014,25142,29,290-4,29,464,ROUGH,MARY ELIZABETH,11/5/2014,19:05:00,11/5/2014,19:23:00,11/5/2014,21:32,11/5/2014,22:49,42.51628,-67.65257,42.52668,-67.63858
2014,24141,30,290-2,29,522,ROUGH,TENACIOUS II,5/30/2014,3:41:00,5/30/2014,3:52:00,5/30/2014,5:52,5/30/2014,6:55,42.12587,-67.87763,42.13804,-67.89102
2014,24141,31,290-4,29,561,ROUGH,TENACIOUS II,5/30/2014,9:52:00,5/30/2014,10:04:00,5/30/2014,12:13,5/30/2014,13:16,42.24786,-67.65869,42.23027,-67.65309
2014,24141,32,290-5,29,464,ROUGH,TENACIOUS II,5/30/2014,16:12:00,5/30/2014,16:22:00,5/30/2014,18:26,5/30/2014,19:29,42.32052,-67.60325,42.33628,-67.60677
2014,24141,33,290-3,29,515,ROUGH,TENACIOUS II,5/30/2014,22:10:00,5/30/2014,22:20:00,5/31/2014,12:24,5/31/2014,1:26,42.39543,-67.89502,42.41194,-67.89675
2014,24141,34,290-6,29,515,ROUGH,TENACIOUS II,6/2/2014,12:01:00,6/2/2014,12:11:00,6/2/2014,14:16,6/2/2014,15:12,42.50877,-68.19196,42.49348,-68.18309
2014,24141,35,290-1,29,522,ROUGH,TENACIOUS II,6/2/2014,18:23:00,6/2/2014,18:34:00,6/2/2014,20:38,6/2/2014,21:30,42.17811,-68.15832,42.19004,-68.17274
2014,24141,36,291-1,29,522,SMOOTH,TENACIOUS II,6/3/2014,12:23:00,6/3/2014,12:33:00,6/3/2014,2:43,6/3/2014,3:43,42.16197,-68.23507,42.17711,-68.23531
